date,text,sentiment
20110228,"Motorola Unit Sues TiVo Over Patents Motorola said it was seeking to protect its interests after TiVo sued Verizon, which uses Motorolaäó»s technology, claiming patent infringement.",1
20110303,Jobs Returns to Introduce a New iPad Appleäó»s chief executive interrupted a medical leave to introduce the much-anticipated new tablet.,1
20110303,"Cable TV in Pursuit of Mobility Comcast may be the nationäó»s biggest cable company, but it still faces tough competition from the Internet.",1
20110310,"Appeal of iPad 2 Is a Matter of Emotions The new iPad is thinner, lighter and faster. It makes more of a difference than you might think.",1
20110321,"Accounts and People of Note in the Ad Industry Jeffrey Abramson, senior vice president for film at Gen Art, Los Angeles, part of Sandow Media, and Elizabeth Shaffer, senior vice president for events and creative director, were promoted to co-presidents.",1
20110322,Sharp Scrutiny for Merger of AT&T and T-Mobile The two primary agencies that will oversee the merger view it with different goals in mind.,0
20110322,"For Consumers, Little to Cheer in AT&T Deal A merger with T-Mobile would leave just three major cellular carriers in the United States, which could lead to higher prices.",0
20110322,"Open Networking Foundation Pursues New Standards The benefits of new standards, proponents say, would be more flexible and secure networks that are less likely to suffer from congestion.",0
20110323,"A Steep Discount for Apollo I.P.O. Once Apollo Global Management spends some time on the liquid New York Stock Exchange, its valuation should close the gap with peers.",0
20110324,"Swiping Is the Easy Part With cellphones ready to act as credit cards, banks, carriers and card issuers are fighting for control.",0
20110325,Starz to Delay Release of Shows on Netflix The policy shift by the pay cable channel reflects an attitude change toward Netflix by many in Hollywood.,0
20110329,Stocks Give Back Early Gains and Finish Lower A warning from Marriott International hurt hotel and other consumer shares ahead of corporate earnings announcements.,0
20110329,"Dispute Over Time Warner Cableäó»s Streaming to iPad Bursts Into the Open Time Warner Cable, under fire from some in the television industry for its iPad streaming app, says it has done nothing wrong.",0
20110330,"As Regulators Weigh AT&T Bid, a Look at Wireless Markets Abroad With only three major network operators, the market in the United States would function similarly to some European markets, like France, according to experts.",0
20110331,"A Store for Android Apps, Under Amazonäó»s Oversight Amazon has created the store for Android apps that Google could not.",0
20110405,Court Rejects Suit on Net Neutrality Rules The appeals court ruling delays but does not prevent a challenge to the Federal Communications Commissionäó»s pending rules governing broadband providers.,0
20110408,"Government Shutdown Would Have Wide Ripples The government is a very big business, and temporarily pulling the plug would disrupt many other businesses.",0
20110415,The Business Market Plays Cloud Computing Catch-Up There are signs that companies like I.B.M. and their establishment customers now want remote information services to be a bigger part of what they offer.,0
20110418,"Economic Reports for the Week Ahead Data will include existing home sales and leading economic indicators, and companies including Texas Instruments, I.B.M. and Goldman Sachs will announce quarterly results.",0
20110418,"AT&T Follows Its Customers Overseas The former U.S. telephone monopoly is pursuing a potentially lucrative strategy abroad, offering one-stop service to multinational companies.",1
20110421,"Defying Doubters, AT&T Profit Rises 39% The telecommunications company, which lost exclusive rights to the iPhone, reported a 39 percent increase in first-quarter profit.",1
20110421,"Apple Lifted by Verizon iPhone Deal and Updates of iPad and MacBook Sales of iPhones more than doubled, and the MacBook laptops showed big gains. Sales of the iPod, however, declined again.",1
20110425,"Effect of Oil Price on Earnings Fades Despite benefiting from high oil prices in the first quarter, oil executives may not applaud further increases.",1
20110428,"Nokia to Cut 7,000 Jobs in Cost-Cutting Move The 12 percent reduction in the leading cellphone makeräó»s global work force will help trim operating costs by 1 billion euros as it prepares for its alliance with Microsoft.",1
20110429,Sprint Adds Subscribers And Narrows Its Losses The telecommunications company added a record number of subscribers to its contract-free Boost and Virgin Mobile brands.,1
20110505,"New Apps to Post Videos With Ease New apps make it easy to share video by automating uploads, reformatting clips for multiple phones and computers and tying into Facebook and Twitter.",1
20110505,"Gadgets to Ease Travails of Travel Travel gadgets have become smaller, more powerful and less expensive.",1
20110510,"Google to Unveil Service to Let Users Stream Their Music The service, to be called Music Beta by Google, is similar to one introduced by Amazon in March, although it will store considerably more music.",1
20110511,"For Microsoft, Skype Opens Vast New Market in Telecom In agreeing to pay $8.5 billion to buy Skype, Microsoft is embracing a technology that is transforming the way people communicate at home and at work.",1
20110512,AT&T and T-Mobile Chiefs Field Skeptical Questions on Capitol Hill Top executives from AT&T and T-Mobile USA went to Capitol Hill to argue that a combined company would produce better mobile service for consumers.,0
20110516,Skype-Style Calls Force Wireless Carriers to Adapt Services like Skype can cut into wireless carriersäó» revenue because they offer easy ways to communicate free online.,0
20110516,"Campaign to Raise the Profile of Central Park&#8217;s Protector The campaign, which seeks to increase the number of members who make donations, will include traditional and online ads, as well as a new logo.",0
20110519,Ins and Outs of Using Gadgetry Presenting some basics of modern technology that may help any BlackBerry or PC user.,0
20110527,"AT&amp;T&#8217;s Plan to Buy T-Mobile May Reduce Competition, Legislators Warn The $39 billion sale would result in more consolidation &#8220;than any previous merger&#8221; in the wireless communications market, said one congressman.",0
20110609,"Phones as Gifts: How to Navigate a Maze of Choices With iPhones available through two networks, more Android phones showing up and apps galore, the hunt for the right phone is tougher than ever.",1
20110609,"With Smartphone Games, Downtime Becomes a Pastime Nearly everyone takes a phone with them, and almost all of those phones can run some decent games.",1
20110609,"Games on Tablets: Lean Back, Commence Tapping Games on tablets can become more involved and more strategic, and have longer-term ambitions that those designed for cellphones.",1
20110609,"A Star Search, With Bingäó»s Help The search engine from Microsoft is getting involved as contestants compete for a role on äóìGlee,äóù a show on Fox.",1
20110614,"Thieves Found Citigroup Site an Easy Entry Using the Citigroup customer Web site as a gateway to bypass traditional safeguards and impersonate actual credit card holders, thieves cracked into the bankäó»s reservoir of personal data.",0
20110616,"A Laptop, Its Head in the Cloud Googleäó»s Chromebook concept for laptops is built on the assumption that you can get online almost anywhere.",0
20110708,"To Slow Piracy, Internet Providers Ready Penalties Internet providers agreed to a system to identify those suspected of digital copyright infringement and impose progressively harsher consequences.",0
20110713,"To Rebound, RIM Courts the Carriers With many wireless carriers feeling threatened by the growing prominence of Apple and Google, those companiesäó» success could provide the foundation of Research in Motionäó»s recovery.",0
20110718,"Looking Ahead to Economic Reports This Week Economic reports, corporate earnings and hearings this week in Europe.",0
20110721,"At Virgin, Raising Revenue Without Raising Hackles Virgin Mobile has kept unlimited data and messages on all tiers but raised the cost of voice minutes.",1
20110722,"AT&T Adds Subscribers, Improving on Estimates The company added 331,000 net subscribers, compared with an analyst estimate of 91,000, despite losing exclusive rights to sell iPhones in the United States.",1
20110725,"Accounts and People of Note in the Ad Industry Lucas Benini joined Buddy Media, New York, in a new post, managing director for Europe. Mr. Benini had been vice president and commercial director at comScore Europe, part of comScore.",1
20110727,Shares Decline as Wall Street Waits for Washington Industrial stocks lost more than most after uneven reports from 3M and U.S. Steel.,0
20110729,"Facing Call for Concessions, Verizon Workers Vote to Authorize Strike With a contract set to expire Aug. 7, Verizon is seeking concessions, while the union says the company is making plenty of money.",0
20110729,"Sprint&#8217;s Loss In Customers And Profit Hurts Shares The carrier posted second-quarter profit margins well below Wall Street estimates, sending its shares down 16 percent. It also lost more subscribers than expected.",0
20110801,Al Jazeera English Arrives on N.Y. Cable The Qatar-based Al Jazeera has struggled to secure American outlets for its English-language TV news channel.,0
20110804,"Brands Now Direct Their Followers to Social Media In the past, companies bought digital ads. Now, many prefer to promote their Facebook pages and Twitter accounts.",0
20110808,"Sharp Rift in a Strike at Verizon The striking workers are mostly in Verizonäó»s declining wireline businesses, but also in its popular FiOS service. The company remains highly profitable.",0
20110810,"Cablevisionäó»s Revenue Rises, but Misses Forecasts The companyäó»s second-quarter results included the spinoff of AMC Networks.",0
20110811,"Verizon Landline Unit at Heart of Strike The company wants concessions to make up for lower landline profits, but unions say the division is doing just fine.",0
20110815,"As Networks Speed Up, Data Hits a Wall Cellphone plans that let people gobble up unlimited data are disappearing as new data-heavy services catch on.",0
20110815,"Time Warner Cable Is Said to Acquire Midwest Cable Operator In Time Warner Cableäó»s biggest acquisition since 2006, it has reached a deal for Insight Communications, a person with knowledge of the deal said.",1
20110816,"Sides in Verizon Strike Trade More Accusations The company accused striking employees of cutting phone lines, while the union said that strikers have been struck by managersäó» cars.",0
20110817,"A Bull Market in Tech Patents Recent blockbuster patent deals are fed largely by legal considerations, not economic ones, analysts say.",0
20110819,"Customers Feel Some Ripples From the Verizon Strike As a strike by 45,000 Verizon workers continues, the companyäó»s customers are beginning to feel the impact äóî and are complaining about it.",0
20110825,"BlackBerry, the Best Yet, Isnäó»t Enough Research in Motionäó»s new smartphone, the BlackBerry Bold 9900, will have a very tough time trying to compete with Appleäó»s iPhone and phones running Googleäó»s Android software.",0
20110826,Shares Fall as Hopes Fade for New Action by Fed and Jobless Claims Rise Warren Buffettäó»s investment in Bank of America was unable to turn the market around in the face of rising jobless claims.,0
20110826,"Verizon Strike Raises Claims For Benefits To Jobless Initial claims for state unemployment benefits rose 5,000 to a seasonally adjusted 417,000 last week, the Labor Department said.",0
20110831,Where Pay for Chiefs Outstrips U.S. Taxes The authors of a new study said their findings suggested that current United States business policy was rewarding tax avoidance rather than innovation.,0
20110901,"Range of Data Calms Fear of a Return to Recession Though factory activity in the Midwest slowed slightly in August, private business continued hiring and demand for motor vehicles rose sharply, new economic reports show.",0
20110901,"U.S. Moves to Block Merger Between AT&T and T-Mobile The Justice Department filed a complaint to stop AT&Täó»s proposed $39 billion acquisition of T-Mobile, saying it could lessen competition.",0
20110901,"In T-Mobile Suit, Consumers Are Central The Justice Department challenged a merger of AT&T and T-Mobile to spur competition and innovation, but analysts question whether T-Mobileäó»s independence will serve that goal.",0
20110901,"Honoring Sept. 11, With Care Marketers and advertisers have steered clear of past 9/11 anniversaries , but they are changing course as the 10th one nears.",0
20110902,"T-Mobile May Suffer if AT&T Deal Fails Should the Justice Departmentäó»s lawsuit kill the proposed merger of AT&T and T-Mobile USA, some analysts say it could harm T-Mobile, its competitiveness sapped by months of limbo.",0
20110906,"T-Mobile USA Owner to Study Deal Options Deutsche Telekom, which owns T-Mobile USA, could work with the Justice Department on a region-by-region basis to build support for the deal, one analyst says.",0
20110906,"Mobile Wallet Gaining Currency Near Field Communication turns a smartphone into a payment card, a technology that has become fashionable among phone manufacturers, telecommunications operators and finance providers.",0
20110912,"Campaign Trains Viewers for äóÖTV Everywhereäó» A new advertising campaign by Turner Broadcasting calls for episodes of television shows to be streamed online free, but only for cable subscribers.",0
20110919,"News From the Advertising Industry Account assignments, executive appointments and miscellaneous news from advertising agencies.",0
20110928,"For Hackers, the Next Lock to Pick Although attacks are few at the moment, software developers say itäó»s only a matter of time before computer hackers follow the money to cellphones.",0
20111004,"Before Latest Phone Debut, Apple Has Harsher Competition Despite all the hoopla surrounding the Apple announcement, more people buy smartphones running Googleäó»s Android operating system than buy Apple phones.",1
20111005,"IPhone Gets Its Upgrade, All Under the Hood Although the new phone is virtually indistinguishable from its predecessor on the outside, the company says the iPhone 4S is packed with better technical innards, including a more advanced camera.",1
20111006,Tightening Your Data Belt Can Save You Money Tips to manage your bandwidth use and help you stay within an Internet provideräó»s limits.,0
20111007,"Moving On, Minus Its Genius Apple could try to remake TV technology next as it embarks on its future without its resident genius, Steven P. Jobs, who died Wednesday.",0
20111010,Free Texts Pose Threat to Carriers New ways to bypass charges for text messages could take a big bite out of wireless carriersäó» profits.,0
20111012,"New iPhone Conceals Sheer Magic The iPhone 4S is loaded with dazzlers: faster speed, a camera that takes crisper shots, global reach and transformative voice recognition.",0
20111013,"BlackBerry&#8217;s Service Hiccups Spread; Five Continents Affected The trouble couldnäó»t come at a worse time for Research in Motion, as the handset maker faces a shrinking market share and agitated investors.",0
20111019,"Chasing Opportunity in an Age of Upheaval Wealthy investors fall into three categories right now: the bargain hunters, the natural resource crowd and the bettors.",0
20111021,"Fewer iPhone Activations Hamper Growth at AT&T The nationäó»s biggest telecommunications company said it activated only 2.7 million iPhones in the third quarter, the lowest number in a while.",0
20111024,"Appleäó»s Lower Prices Are All Part of the Plan Apple is using its scale and prowess to deliver products at more aggressive prices, giving it more industry power.",0
20111026,"Manhattan? BASF Prefers the Countryside The worldäó»s largest chemical company will retain its North American presence in Morris County, N.J., in a new $130 million building.",0
20111026,"Twitter and TV Get Close to Help Each Other Grow Next week, viewers of äóìThe X-Factoräóù can vote for a singer via Twitter in a partnership intended to strengthen the symbiotic relationship between television and the Web site.",0
20111027,"With New Smartphones, High Hopes for Nokia and Microsoft Union The Lumia models, presented Wednesday, are the first fruits of the phone makeräó»s alliance with the American software giant.",0
20111027,"Sprint Reports Smaller Loss and a Gain in Subscribers The third-largest wireless carrier said it was doing better at keeping and attracting subscribers, as it reported its smallest quarterly loss in four years.",0
20111031,"Cable Is Holding Web TV at Bay, Earnings Show Even as Internet video viewing increases, the vast majority of American households are still paying for cable TV subscriptions and watching most video that way.",1
20111101,Readersäó» Choice Words on Fees for Hotel Wi-Fi The possibility that hotels might purchase a lot more bandwidth from their Internet providers and offer Wi-Fi to guests in a tiered-fee system provoked anger.,1
20111103,"Sending Texts by E-Mail For people who prefer the ease of texting using a computer keyboard, there is a way to text via e-mail without charge.",1
20111109,"Occupy Movement Inspires Unions to Embrace Bold Tactics Labor leaders, who were cautious at first, have embraced the Occupy movement, and protesters have joined their picket lines across the nation.",1
20111109,F.C.C. Push to Expand Net Access Gains Help The Federal Communications Commission is hoping to close the digital divide by developing cheap high-speed Internet access for low-income households.,1
20111110,"One by One, Marketers Plan for a Singular Event Marketers are taking advantage of the calendar coincidence of 11/11/11 to create interest in their goods and services.",1
20111123,F.C.C. Seeks Review of AT&T Merger With T-Mobile The chairman of the Federal Communications Commission will request an administrative hearing on the proposed $39 billion acquisition.,1
20111125,AT&T Merger With T-Mobile Faces Setbacks The companies said they had withdrawn their application to the F.C.C. to join their cellular phone operations but still plan to contest a federal antitrust lawsuit and pursue their $39 billion deal.,1
20111128,"Asset Sale May Be Next for AT&T To make buying T-Mobile USA more palatable to regulators, AT&T has to placate the antitrust forces, analysts say.",1
20111205,"With a Click of the Remote, Impulse Purchases A service for nearly four million Verizon FiOS subscribers will allow them to buy items that they see on the History Channel.",1
20111205,"Xbox Live Challenges Cable Box Beginning Tuesday, subscribers of Microsoftäó»s Xbox Live online service will be able to watch a wide array of mainstream television programming from the Xbox 360 console.",1
20111207,"Smartphones Graduate to Higher Level The new smartphones, sleek and fast, manage to refine and build on the options of their feature-filled predecessors.",1
20111207,"Gadgets to Outfit Everyone Hereäó»s how you can help make sure those who are lacking the basics, like a smartphone or a laptop, are well dressed for the digital age.",1
20111215,Beyond the Passí© in Tech Gifts Think outside the iPhone box when choosing gifts for the tech-minded. Consider a water clock or a portable Wi-Fi hot spot.,0
20111219,"A Comic Distributes Himself Louis C.K. sold his latest stand-up special on his Web site with no obligations to a studio, pointing a way forward for performers and their fans.",0
20111220,U.S. Backs Apple in Patent Ruling That Hits Google The maker of the iPhone won a battle against Google on Monday in a struggle for global cellphone supremacy.,0
20111221,"Few Options for Lagging T-Mobile The wireless carrier is struggling, with a dwindling subscriber base, weak finances and no obvious way out after the deal with AT&T was scuttled.",0
20111229,"Award Time for Ideas That Shine The Pogie Awards are given to the best tech ideas of the year, even if the products arenäó»t that hot. And the winners are. ...",0
20111230,An Uproar on the Web Over $2 Fee by Verizon The Web lit up with howls of protest as word spread of a new Verizon Wireless fee that will apply to people who make one-time credit or debit card payments on the phone or online.,0
20111230,"Court Upholds Law That Protects Companies Aiding U.S. Surveillance The Court of Appeals for the Ninth Circuit said the law was constitutional, but it also revived a separate lawsuit over the governmentäó»s surveillance activities.",0
20111230,"Todayäó»s Cable Guy, Upgraded and Better-Dressed As cable companies race to evolve, their front-line workers try to keep up with new dress codes and backgrounds in engineering and computer science.",0
20120104,"In Westchester County, the Platinum Mile Is Reinvented, Again The office parks along Interstate 287 once attracted Fortune 500 companies, then smaller companies. Now, some see the Platinum Mileäó»s future in a more diverse range of tenants.",0
20120119,"In Fight Over Piracy Bills, New Economy Rises Against Old The legislative battle over two once-obscure measures to combat the looting of online content may prove to be a turning point for how Washington does business.",1
20120119,"EBay Reports Stronger Earnings, Fueled by PayPal The results exceeded expectations, and revenue projections for the year are on course.",1
20120123,"Marketers, Seeking Family Show, Hold Script Contest The competition sought scripts for 30-minute situation comedies about modern family life and attracted more than 235 entries.",1
20120123,"Economic Reports for the Week Ahead Data will include new-home sales for December, leading economic indicators and fourth-quarter G.D.P.; companies including McDonaldäó»s, Apple, AT&T and Ford will report quarterly results.",1
20120123,"Bowing to Critics and Market Forces, RIMäó»s Co-Chiefs Step Aside Jim Balsillie and Mike Lazaridis are stepping down at a time when investors wonder whether RIM has the ability to compete in the rapidly changing markets for smartphones.",0
20120125,"Smartphone Sales Are Strong, but Verizon Has a Loss The phone companyäó»s quarterly revenue rose 7.7 percent, but the costs of pension obligations caused a net loss, Verizon said.",0
20120125,Impasse Over Greece Sends S.&P. Down Wall Street shares were little changed as talks to resolve Greeceäó»s debt crisis went on and analysts pointed to a possible lull after five days of gains.,0
20120126,Ericsson Profit Plummets The market leader in wireless networking equipment blamed losses at two joint ventures and the aborted merger of in the United States of AT&T Mobility and T-Mobile.,0
20120126,"Build Up Your Phone&#8217;s Defenses Against Hackers As cellphones become more like computers, they are attracting hackers who can listen to calls or steal information. But there are ways to bolster a phoneäó»s defenses.",0
20120127,"AT&T in $6.7 Billion Loss on Failure of T-Mobile Deal AT&T posted a substantial $6.68 billion loss for the fourth quarter, primarily from the breakup fees incurred after the companyäó»s failed bid to buy T-Mobile USA.",0
20120201,"U.P.S. Beats Profit Forecasts and Expects Strong Growth for äó»12 Excluding a change in how United Parcel Service accounts for pension expenses, the shipping companyäó»s profit would have risen.",0
20120206,"After a Year, Tablet Daily Is a Struggle The Daily has struggled to break into the national conversation or to drive news and build on its brand the way traditional outlets do.",0
20120209,"Sprint Posts Sales Loss, but iPhone Lifts Revenue The nationäó»s No. 3 cellphone carrier reported a fourth-quarter loss of $1.3 billion, or 43 cents a share, on revenue that climbed 5 percent to $8.7 billion.",0
20120209,"Android Phones Take a Power Trip In a world crammed with Android phones, HTC, Samsung and Motorola introduce three new models, each of them Verizon 4Gs.",0
20120215,"A Toweräó»s New Owner Hears the Hum of Data Once a switching control center for the New York Telephone Company, a 32-story tower in Manhattan will reopen this fall as a home for data centers.",0
20120217,Congress to Sell Public Airwaves to Pay Benefits The need to finance economic relief has pushed Congress to embrace a shift in the media landscape: the sale of airwaves now used for television to create more wireless Internet systems.,0
20120223,"T-Mobile Urges U.S. to Block Verizonäó»s Spectrum Purchase In its filing, T-Mobile, the No. 4 cellphone carrier, told the F.C.C. that Verizonäó»s acquisition from cable companies would place an äóìexcessive concentrationäóù of wireless spectrum in Verizonäó»s hands.",0
20120227,"Appleäó»s Lead in Smartphones Is Not Guaranteed Apple is estimated to have 52 percent of profits in the smartphone industry, but rivals are making smartphones for much less, threatening its supremacy.",1
20120227,Telefí_nica's 20-Year Gamble Pays Off Those who criticized the Spanish phone company Telefí_nicaäó»s purchase of control of a Chilean mobile operator in 1992 have long since fallen silent.,1
20120228,"One Year Later, Nokia and Microsoft Deliver The companies have exceeded their own predictions and, by most estimations, the expectations of many in an industry now dominated by Apple, Google and Samsung.",1
20120229,"Cablevision Says Income Dropped 47% The company plans no increases in subscriber fees this year, a move that, with other business investments, will reduce free cash flow.",0
20120302,"Revising the Limits for the Unlimited Some of the nationäó»s largest wireless phone companies, like AT&T and Verizon, use a process called throttling to slow down customers who exceed data limits äóî even if they have unlimited data plans.",1
20120308,Netflix Said to Be Aiming for a Cable Partnership A partnership would put the company closer to competing with channels like HBO.,0
20120315,"Luring Stanley Cup Viewers With a Torrent of Games Aiming to attract more fans, the National Hockey League will televise every playoff game.",0
20120315,New iPad: A Polishing of the Old The new iPadäó»s technical improvements keep it at the forefront of desirability äóî just ahead of the snapping jaws of its Android competition äóî but donäó»t take it in any new directions.,0
20120319,Looking Ahead to Economic Reports This Week The Treasury secretary will testify before a House panel about the international financial system and the government will report home sales and housing starts for February.,0
20120322,"Hot Spots That Donäó»t Stay Home Devices abound to put the Internet in your pocket, but there are drawbacks to most, including high fees and contracts.",0
20120404,Property Tax Appeals Benefit Big Companies Challenges of tax assessments raise major questions for some New York State municipalities that are borrowing money to pay refunds yet refusing periodic reassessments.,0
20120405,Eluding a Barrage of Spam Text Messages Raise a shield against cellphone spam with apps and carrier tools.,1
20120409,"A Ballooning Megabyte Budget With smartphones, people are confronting the task of calculating their data usage to avoid unexpected fees.",1
20120410,National Database Planned to Combat Cellphone Theft Major carriers and the Federal Communications Commission are working to render phones useless once theyäó»re reported stolen.,1
20120412,"Help for Users Who Push Their Data Plans to the Limit Apps like DataMan and 3G Watchdog will analyze a mobile deviceäó»s data use by app, and alert the user when a limit is reached.",1
20120416,"Looking Ahead to Economic Reports This Week Reports will include retail sales, housing starts and industrial production for March and several companies&#8217; corporate earnings.",1
20120418,"Carriers Warn of Crisis in Mobile Spectrum As data usage multiplies on mobile devices, carriers say they need more spectrum, but scientists and engineers say newer technologies can improve efficiency.",1
20120420,"Mobile Data Service Fees Help Bolster Profit at Verizon Although the nationäó»s largest cellphone service added fewer customers in the first quarter, its customers paid to watch videos, use the Web or play music on their smartphones and tablets.",1
20120425,"At Huawei, an Eccentric Force Drives the Company Forward The success of the company, a maker of telecommunications equipment, can be attributed to its chief executive, Ren Zhengfei, and an individualistic streak that pits him against the world.",1
20120425,"AT&amp;T Posts Profit Despite Slow Contract Growth The nationäó»s No. 2 cellphone carrier reported that net income in the first quarter rose to $3.6 billion, up from $3.4 billion in the year-ago period.",1
20120426,"IPhone Attracts Customers, but Sprint Loses $863 Million Sprint Nexteläó»s net quarterly loss was nearly twice last yearäó»s $439 million because of the expense of shutting down its Nextel platform, but was less than analysts had expected.",1
20120426,"On the Road With the Proper Gear A professional traveler packs only the devices that are truly needed, like a laptop, smartphone, headphones, cords and a few other items.",1
20120502,"In D.C., a Streetäó»s Grit Gives Way to Glamour In two years, a one-mile stretch of 14th Street is expected to gain more than 1,200 housing units and more than 85,000 square feet of retail space.",1
20120507,"Many Competing Paths on the Road to the Phone Wallet As merchants upgrade payment terminals, technology companies are maneuvering to become the standard in paying with taps and swipes.",1
20120509,"Keeping the Internet Neutral To reach the multitude of online services competing for your attention, you must first get through a bottleneck that is not competitive at all: high-speed broadband access.",1
20120510,"Working Late, by Choice or Not A record 7.2 million Americans 65 or older are working, either to supplement their retirement savings äóî in some cases diminished by the financial crisis äóî or to remain active.",1
20120514,"News From the Advertising Industry Account assignments, executive appointments and miscellaneous news from advertising agencies.",1
20120521,Q. and A. With Stuart Elliott A spot for the Motorola Droid Razr undergoes a slight change.,1
20120521,"Under Colao, Vodafone Takes Different Route to Profit As his competitors have increasingly sought growth in distant markets, the telecom's chief has streamlined its holdings in some key regions.",0
20120522,"Under Colao, Vodafone Takes Different Route to Profit As his competitors have increasingly sought growth in distant markets, the telecom's chief has streamlined its holdings in some key regions.",0
20120524,A Second Chance for Idle Electronics All the smart kids are selling their old gadgets. Here is how to get the highest price for those electronic goodies sitting neglected in drawers.,0
20120529,"Asking About Big Joe Turner, Suzy Q and Black Dahlia Is there a correlation between growing sales of Greek yogurt in the United States and the worsening Greek economic crisis?",0
20120531,"Samsung Takes On iPod Touch, With Flair The Samsung Galaxy Player 4.2 is the best in its family, and has much to like in a more open and expandable machine than the iPod Touch.",1
20120531,"A Guide to Deciphering the Language of Smartphones Buying a smartphone means wading through a number of specialized terms, like 3G, 4G, CDMA and GSM. Here is a guide to some of them.",1
20120604,Q. and A. With Stuart Elliott A reader notices some similarities in chewing gum commercials made for the same company.,1
20120607,Companies Try to Create Room on Radio Spectrum Technology that allows the sharing of frequencies is getting new backing as smartphones and tablets put greater demand on available bands.,1
20120611,"Accounts and People of Note in the Advertising Industry Affinitive, New York, a social media agency, was acquired by Project WorldWide, Auburn Hills, Mich. Affinitive will operate as an autonomous unit of Project WorldWide, an agency holding group.",1
20120615,"Nokia to Cut 10,000 Jobs and Close 3 Facilities The Finnish company, struggling to restart its mobile phone business with Microsoft, also said it would post a wider loss in the second quarter.",0
20120618,"News From the Advertising Industry Account assignments, executive appointments and miscellaneous news from advertising agencies.",0
20120621,"A Phone Bristling With Extras The Galaxy S III offers some startlingly creative features, but it may take some time to master.",0
20120716,"Economic Reports for the Week Ahead Governments reports will include retail sales and the Consumer Price Index for June; companies reporting earnings will include Citigroup, Goldman Sachs, Intel, I.B.M., Google, Microsoft, Verizon and General Electric.",0
20120719,"Ericsson Earnings Decline 63 Percent in 2nd Quarter The Swedish telecommunications equipment maker said slowdowns in spending in the United States, Russia and China contributed to the drop.",0
20120720,Verizon&#8217;s Profit Rises as Subscribers Grow More Slowly The 13 percent gain in quarterly net income was in line with Wall Street expectations.,0
20120723,"Two Units of AT&T Reach Pacts With Union The three-year agreements with the Communications Workers of America provide for wage increases, but full details were not released.",0
20120724,"Save Energy, Win a Prize Utility companies are trying to use social media, competitive games and Big Brother-style data analysis to persuade customers to use less electricity.",1
20120725,"AT&amp;T Posts Higher Profit and Holds On to Its Subscribers The company said that strong mobile device sales, new customers and revenue from subscribers drove growth in the quarter; it sold 5.1 million smartphones and added 320,000 contract subscribers.",1
20120727,"Sprint Reports a Loss on Its Nextel Write-Down Sprintäó»s äóìunlimited dataäóù plan increased its service revenue, which beat estimates and bumped the companyäó»s stock 20 percent.",0
20120727,"Alcatel-Lucent to Cut 5,000 Jobs Amid Quarterly Loss The reductions amount to 6.6 percent of its global work force. At the same time, the telecommunications network equipment maker will try to increase the revenue it gets from licensing patents.",0
20120813,"Leaders Copy T-Mobile USA Strategy Verizon Wireless and AT&T are cutting the subsidies they pay customers when they buy cellphones, but that did not prevent the Deutsch Telekom unit from losing more customers.",1
20120829,"A Digital Music Option Thrives, Though Quietly Muve Music has built one of the largest subscriber bases in the business by going after young users who exclusively use their phones to go online.",1
20120906,Motorola and Nokia Try to Gain an Edge in the Smartphone Market Motorola Mobility and Nokia unveiled their latest smartphones just ahead of Appleäó»s introduction of its next iPhone.,1
20120910,"News From the Advertising Industry Account assignments, executive appointments and miscellaneous news from advertising agencies.",1
20120919,"The iPhone 5 Scores Well, With a Quibble Apple has upgraded nearly every feature on the iPhone 5, but thereäó»s a problem with universal compatibility.",1
20120920,4-Year Deals for Unions at Verizon The companyäó»s two main unions said the tentative agreements carry an 8 percent pay raise and require workers to pay more for health coverage.,0
20120920,"AT&T Chief Speaks Out on Texting at the Wheel The chairman and chief executive of AT&T, Randall L. Stephenson, said an accident involving someone close to him that was caused by texting while driving spurred him to speak out.",1
20120924,Mobile Services and Cable TV Are Unexpected Allies A little-noticed result of Verizonäó»s $3.9 billion airwave purchase is that cable companies can now use the carrieräó»s retail presence to sell cable packaged with phone and wireless service.,0
20120925,Verizon to Pay TiVo $250 Million Settlement TiVo has turned to litigation to generate revenue from licensing fees as it struggles with competition from low-cost rivals.,0
20120926,"New Limits Considered in Airwaves In an effort to compete with companies like AT&T and Verizon, smaller telecommunications firms asked the F.C.C. to limit ownership of spectrum that is valuable in urban areas.",0
20120926,"Barnes & Noble Tablets Aim for Niche Below iPad In a moves meant to expand its digital offerings, the company on Tuesday introduced two new color tablets and said a video store for its Nook products would make its debut this fall.",0
20121015,"Economic Reports for the Week Ahead Data will include retail sales and leading economic indicators for September, and companies reporting earnings will include Goldman Sachs, I.B.M., Google, Microsoft, General Electric and McDonaldäó»s.",0
20121015,"Americans Paying More for LTE Service A study shows that U.S. customers pay three times as much, on average, for each gigabyte of data downloaded using Long Term Evolution technology.",0
20121015,"Showcasing the Power of Music, Even in War Logitech unveils a digital campaign in Europe and the United States to promote a new line of music-related products.",0
20121019,"Verizon&#8217;s Income Increases 15.5% as Sales Climb Its wireless business had record profit thanks to strong sales of smartphones and the popularity of its new shared data plans, Verizon Communications said.",1
20121019,"Missteps by Google Hurt Technology Sector The Internet giantäó»s stock fell 8 percent, its worst day since Jan. 20, after its earnings report disappointed investors.",1
